"wariant";"profil";"nr";"kategoria";"kategoria_nazwa";"kafelek1_kod";"kafelek1";"kafelek2_kod";"kafelek2";"opis_stanu";"procedura_html";"confluence_storage"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"15";"A";"OK";"cz_Wcet";"ciemnozielony W po CET";"fiol";"fioletowy";"Dokument prawidłowo wysłany ręcznie z poziomu CCM po CET. Otrzymano potwierdzenie ACK z pozytywnym komunikatem (po CET).";"<strong>Brak działań — ręczna + ACK po CET, OK.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 15 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">W po CET</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument prawidłowo wysłany ręcznie z poziomu CCM po CET. Otrzymano potwierdzenie ACK z pozytywnym komunikatem (po CET).</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak działań — ręczna + ACK po CET, OK.</strong></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"16";"A";"OK";"cz_Wcet";"ciemnozielony W po CET";"czarn";"czarny";"Dokument prawidłowo wysłany ręcznie z poziomu CCM po CET. Nie otrzymano potwierdzenia ACK — upłynął czas CET.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>OK (Processed)</b> → oznacz 'R' w CCM + zgłoś</li><li><b>brak / awaria zwrotna</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 16 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">W po CET</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument prawidłowo wysłany ręcznie z poziomu CCM po CET. Nie otrzymano potwierdzenia ACK — upłynął czas CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul><li><b>OK (Processed)</b> → oznacz 'R' w CCM + zgłoś</li><li><b>brak / awaria zwrotna</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"17";"A";"OK";"ziel_R";"zielony R";"puste";"puste/białe";"Dokument oznaczony ręcznie jako wysłany prawidłowo do CCTool. Trwa oczekiwanie na ACK — około 2 min.";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min</li><li>OK → 'R' dla ACK</li></ol>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 17 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">—</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument oznaczony ręcznie jako wysłany prawidłowo do CCTool. Trwa oczekiwanie na ACK — około 2 min.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min</li><li>OK → 'R' dla ACK</li></ol></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"18";"A";"OK";"ziel_R";"zielony R";"czerw_qmark";"czerwony ?";"Dokument oznaczony ręcznie jako wysłany prawidłowo. Trwa oczekiwanie na ACK — upłynęło więcej niż 2 min.";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min</li><li>OK → 'R' dla ACK</li></ol>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 18 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument oznaczony ręcznie jako wysłany prawidłowo. Trwa oczekiwanie na ACK — upłynęło więcej niż 2 min.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min</li><li>OK → 'R' dla ACK</li></ol></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"19";"A";"OK";"ziel_R";"zielony R";"czarn";"czarny";"Dokument oznaczony ręcznie jako wysłany prawidłowo. Nie otrzymano potwierdzenia ACK — upłynął czas CET.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>OK (Processed)</b> → utrzymaj 'R'</li><li><b>brak / awaria</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 19 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument oznaczony ręcznie jako wysłany prawidłowo. Nie otrzymano potwierdzenia ACK — upłynął czas CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź status</li></ol><strong>Jeżeli:</strong><ul><li><b>OK (Processed)</b> → utrzymaj 'R'</li><li><b>brak / awaria</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"20";"A";"OK";"czerw_excl";"czerwony !";"ziel_R";"zielony R";"Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie otrzymano, Dyspozytor ustawił status 'R' po weryfikacji w CCTool.";"<strong>Brak działań — Dyspozytor zatwierdził zawartość.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 20 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. ACK nie otrzymano, Dyspozytor ustawił status 'R' po weryfikacji w CCTool.</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak działań — Dyspozytor zatwierdził zawartość.</strong></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"21";"B";"MONITORING";"szary";"szary";"szary";"szary";"Dokument jeszcze nie został wysłany do CCTool, ACK nie napłynął. Plik nie wymagany (>30 min do TET).";"<strong>Brak działań — czekaj do TET 04:15.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 21 · MONITORING</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">szary</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">szary</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument jeszcze nie został wysłany do CCTool, ACK nie napłynął. Plik nie wymagany (&gt;30 min do TET).</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak działań — czekaj do TET 04:15.</strong></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"22";"C";"BACKUP WYMAGANY";"czerw";"czerwony";"czerw";"czerwony";"Zbliża się CET — plik niedostarczony lub błąd wysyłki. Stan alarmowy.";"<strong>Postępowanie (alarm):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> → sprawdź czy plik dotarł do Core CC Tool</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>plik jest, brak ACK</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul class=""codes""><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05 — pełny opis</a>]</span></li><li><b>brak pliku (awaria Connector 2.0)</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"" target=""_blank"" contenteditable=""false"">Core CC Tool (Manual Upload)</a>. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18 — pełny opis</a>]</span></li><li><b>brak pliku w źródle</b> → Brak pliku lub wersji w aplikacji źródłowej. Otwórz <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i wygeneruj plik ponownie (kolejna wersja); jeśli aplikacja nie działa — zgłoś. <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R20"" target=""_blank"" contenteditable=""false"">R20 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 22 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Zbliża się CET — plik niedostarczony lub błąd wysyłki. Stan alarmowy.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (alarm):</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> → sprawdź czy plik dotarł do Core CC Tool</li></ol><strong>Jeżeli:</strong><ul><li><b>plik jest, brak ACK</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05 — pełny opis</a>]</span></li><li><b>brak pliku (awaria Connector 2.0)</b> → Awaria transportu plików (<a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>). Zgłoś awarię. W międzyczasie wygeneruj plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wyślij go ręcznie przez <a href=""Inwentarz_IDCC.html#P01"">Core CC Tool (Manual Upload)</a>. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18 — pełny opis</a>]</span></li><li><b>brak pliku w źródle</b> → Brak pliku lub wersji w aplikacji źródłowej. Otwórz <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i wygeneruj plik ponownie (kolejna wersja); jeśli aplikacja nie działa — zgłoś. <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R20"">R20 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"23";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw_qmark";"czerwony ?";"Wysłany dokument nie spełnia kryterium rozmiaru. Oczekiwanie na ACK — upłynęło więcej niż 2 min.";"<strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar; pobierz z <a href=""Inwentarz_IDCC.html#N04"" target=""_blank"" contenteditable=""false"">MinIO</a> i rozpakuj</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' (→ Stan 20)</li><li><b>zawartość niepoprawna</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul class=""codes""><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span class=""rfull"">[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05 — pełny opis</a>]</span></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 23 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. Oczekiwanie na ACK — upłynęło więcej niż 2 min.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar; pobierz z <a href=""Inwentarz_IDCC.html#N04"">MinIO</a> i rozpakuj</li></ol><strong>Jeżeli:</strong><ul><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' (→ Stan 20)</li><li><b>zawartość niepoprawna</b> → Plik został odrzucony — odczytaj kod błędu z potwierdzenia ACK i zareaguj zależnie od kodu:<ul><li><b>kod 20</b> (bramka dla pliku zamknięta) — zgłoś administratorowi <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li><li><b>kod 21</b> (wersja nie jest wyższa niż już zapisana) — w źródle podnieś numer wersji i wyślij plik ponownie</li><li><b>kod 30</b> (rozmiar pliku niezgodny) — pobierz poprawny plik i wyślij ponownie</li></ul> <span>[<a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05 — pełny opis</a>]</span></li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"24";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw";"czerwony";"Wysłany dokument nie spełnia kryterium rozmiaru, a ACK ma status czerwony — typowo kod 30.";"<strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → potwierdź rozmiar</li><li>Wygeneruj poprawny plik w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> (kolejna wersja) i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a></li><li>Nadal za mały → zgłoś</li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"" target=""_blank"" contenteditable=""false"">R20</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 24 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru, a ACK ma status czerwony — typowo kod 30.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → potwierdź rozmiar</li><li>Wygeneruj poprawny plik w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> (kolejna wersja) i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a></li><li>Nadal za mały → zgłoś</li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R20"">R20</a></div></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"25";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"fiol";"fioletowy";"Wysłany dokument nie spełnia kryterium rozmiaru. ACK napłynął po CET z pozytywnym komunikatem. Sprzeczność.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#P04"" target=""_blank"" contenteditable=""false"">Pobierz z MinIO</a> → rozpakuj → sprawdź zawartość</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zawartość OK</b> → oznacz 'R' (→ Stan 20); zgłoś</li><li><b>niepoprawna</b> → zgłoś</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 25 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysłany dokument nie spełnia kryterium rozmiaru. ACK napłynął po CET z pozytywnym komunikatem. Sprzeczność.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#P04"">Pobierz z MinIO</a> → rozpakuj → sprawdź zawartość</li></ol><strong>Jeżeli:</strong><ul><li><b>zawartość OK</b> → oznacz 'R' (→ Stan 20); zgłoś</li><li><b>niepoprawna</b> → zgłoś</li></ul></ac:rich-text-body></ac:structured-macro>"
"2CCT — GLSK/CBCORA (źródło Kreator)";"2CCT";"26";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw";"czerwony";"Dokument wysłany prawidłowo do CCTool, ale ACK negatywny (Rejected). Kody: 20/21/30.";"<strong>Postępowanie:</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> otwiera bramkę); sprawdź proces <code>IDx-AC-FORWARDING</code></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → wygeneruj kolejną wersję w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a></li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → wygeneruj ponownie w <a href=""Inwentarz_IDCC.html#N08"" target=""_blank"" contenteditable=""false"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"" target=""_blank"" contenteditable=""false"">szczegółowa procedura (ze screenami)</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">2CCT — GLSK/CBCORA (źródło Kreator) — Stan 26 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Dokument wysłany prawidłowo do CCTool, ale ACK negatywny (Rejected). Kody: 20/21/30.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Najedź kursorem na status i odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> otwiera bramkę); sprawdź proces <code>IDx-AC-FORWARDING</code></li><li><b>kod 21 (wersja nie jest wyższa niż zapisana)</b> → wygeneruj kolejną wersję w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a></li><li><b>kod 30 (rozmiar pliku niezgodny)</b> → wygeneruj ponownie w <a href=""Inwentarz_IDCC.html#N08"">KreatorIDCF_CGMES</a> i opublikuj (Publikuj Connector)  &middot; <a href=""Procedura_KreatorIDCF_GLSK_CBCORA.html"">szczegółowa procedura (ze screenami)</a></li></ul></ac:rich-text-body></ac:structured-macro>"
